Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Activity,Stage
192.168.3.29-192.168.3.30-39916-3306-6,192.168.3.29,39916,192.168.3.30,3306,6,18/07/2019 09:28:23 PM,41723,3,6,84,157,84,0,28,48.49742261,79,0,26.16666667,40.53845911,5776.19059,215.7083623,5215.375,14265.18864,40519,56,41068,20534,28263.05804,40519,549,41723,8344.6,18169.02853,40844,56,0,0,0,0,96,208,71.90278743,143.8055749,0,84,24.1,38.83426322,1508.1,0,1,0,0,0,0,0,0,2,26.77777778,28,26.16666667,0,0,0,0,0,0,3,84,6,157,-1,227,1,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-39916-3306-6,192.168.3.29,39916,192.168.3.30,3306,6,18/07/2019 09:28:23 PM,413,1,1,0,0,0,0,0,0,0,0,0,0,0,4842.615012,413,0,413,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,2421.307506,2421.307506,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,229,0,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-39918-3306-6,192.168.3.29,39918,192.168.3.30,3306,6,18/07/2019 09:28:23 PM,17614,3,6,84,157,84,0,28,48.49742261,79,0,26.16666667,40.53845911,13682.29817,510.9571931,2201.75,5880.414168,16754,56,17143,8571.5,11571.80247,16754,389,17614,3522.8,7565.748456,17055,56,0,0,0,0,96,208,170.3190644,340.6381288,0,84,24.1,38.83426322,1508.1,0,1,0,0,0,0,0,0,2,26.77777778,28,26.16666667,0,0,0,0,0,0,3,84,6,157,-1,227,1,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-39920-3306-6,192.168.3.29,39920,192.168.3.30,3306,6,18/07/2019 09:28:23 PM,15125,3,6,84,157,84,0,28,48.49742261,79,0,26.16666667,40.53845911,15933.8843,595.0413223,1890.625,5004.902167,14276,56,14678,7339,9810.399482,14276,402,15125,3025,6470.417606,14598,56,0,0,0,0,96,208,198.3471074,396.6942149,0,84,24.1,38.83426322,1508.1,0,1,0,0,0,0,0,0,2,26.77777778,28,26.16666667,0,0,0,0,0,0,3,84,6,157,-1,227,1,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-39922-3306-6,192.168.3.29,39922,192.168.3.30,3306,6,18/07/2019 09:28:23 PM,5437,3,6,84,157,84,0,28,48.49742261,79,0,26.16666667,40.53845911,44325.91503,1655.324628,679.625,1588.570421,4607,50,5020,2510,2965.60584,4607,413,5437,1087.4,2146.216275,4922,54,0,0,0,0,96,208,551.7748759,1103.549752,0,84,24.1,38.83426322,1508.1,0,1,0,0,0,0,0,0,2,26.77777778,28,26.16666667,0,0,0,0,0,0,3,84,6,157,-1,227,1,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-39924-3306-6,192.168.3.29,39924,192.168.3.30,3306,6,18/07/2019 09:28:23 PM,999,3,6,84,157,84,0,28,48.49742261,79,0,26.16666667,40.53845911,241241.2412,9009.009009,124.875,85.97414478,249,14,459,229.5,304.7630227,445,14,999,199.8,170.958182,420,56,0,0,0,0,96,208,3003.003003,6006.006006,0,84,24.1,38.83426322,1508.1,0,1,0,0,0,0,0,0,2,26.77777778,28,26.16666667,0,0,0,0,0,0,3,84,6,157,-1,227,1,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-39926-3306-6,192.168.3.29,39926,192.168.3.30,3306,6,18/07/2019 09:28:23 PM,5793,3,6,84,157,84,0,28,48.49742261,79,0,26.16666667,40.53845911,41601.93337,1553.599171,724.125,1531.671024,4503,53,5113,2556.5,2752.766699,4503,610,5793,1158.6,2089.895284,4872,83,0,0,0,0,96,208,517.8663905,1035.732781,0,84,24.1,38.83426322,1508.1,0,1,0,0,0,0,0,0,2,26.77777778,28,26.16666667,0,0,0,0,0,0,3,84,6,157,-1,227,1,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-39928-3306-6,192.168.3.29,39928,192.168.3.30,3306,6,18/07/2019 09:28:23 PM,18524,3,6,84,157,84,0,28,48.49742261,79,0,26.16666667,40.53845911,13010.149,485.8561866,2315.5,6198.460224,17655,56,18051,9025.5,12203.95594,17655,396,18524,3704.8,7957.71165,17938,56,0,0,0,0,96,208,161.9520622,323.9041244,0,84,24.1,38.83426322,1508.1,0,1,0,0,0,0,0,0,2,26.77777778,28,26.16666667,0,0,0,0,0,0,3,84,6,157,-1,227,1,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-39930-3306-6,192.168.3.29,39930,192.168.3.30,3306,6,18/07/2019 09:28:23 PM,984,3,6,84,157,84,0,28,48.49742261,79,0,26.16666667,40.53845911,244918.6992,9146.341463,123,70.28513356,232,55,483,241.5,183.1406563,371,112,984,196.8,174.8433585,389,55,0,0,0,0,96,208,3048.780488,6097.560976,0,84,24.1,38.83426322,1508.1,0,1,0,0,0,0,0,0,2,26.77777778,28,26.16666667,0,0,0,0,0,0,3,84,6,157,-1,227,1,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-39932-3306-6,192.168.3.29,39932,192.168.3.30,3306,6,18/07/2019 09:28:23 PM,23883,3,6,84,157,84,0,28,48.49742261,79,0,26.16666667,40.53845911,10090.85961,376.8370808,2985.375,8044.286898,22893,62,23274,11637,15918.38786,22893,381,23883,4776.6,10287.8738,23178,68,0,0,0,0,96,208,125.6123603,251.2247205,0,84,24.1,38.83426322,1508.1,0,1,0,0,0,0,0,0,2,26.77777778,28,26.16666667,0,0,0,0,0,0,3,84,6,157,-1,227,1,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-39934-3306-6,192.168.3.29,39934,192.168.3.30,3306,6,18/07/2019 09:28:23 PM,8503,3,6,84,157,84,0,28,48.49742261,79,0,26.16666667,40.53845911,28342.93779,1058.449959,1062.875,2659.93665,7644,56,8037,4018.5,5127.23127,7644,393,8503,1700.6,3483.821795,7929,56,0,0,0,0,96,208,352.8166529,705.6333059,0,84,24.1,38.83426322,1508.1,0,1,0,0,0,0,0,0,2,26.77777778,28,26.16666667,0,0,0,0,0,0,3,84,6,157,-1,227,1,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-39936-3306-6,192.168.3.29,39936,192.168.3.30,3306,6,18/07/2019 09:28:23 PM,3685,3,6,84,157,84,0,28,48.49742261,79,0,26.16666667,40.53845911,65400.27137,2442.333786,460.625,959.2111249,2829,54,3156,1578,1769.181167,2829,327,3685,737,1302.486468,3052,54,0,0,0,0,96,208,814.1112619,1628.222524,0,84,24.1,38.83426322,1508.1,0,1,0,0,0,0,0,0,2,26.77777778,28,26.16666667,0,0,0,0,0,0,3,84,6,157,-1,227,1,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-39938-3306-6,192.168.3.29,39938,192.168.3.30,3306,6,18/07/2019 09:28:23 PM,25232,3,6,84,157,84,0,28,48.49742261,79,0,26.16666667,40.53845911,9551.363348,356.6899176,3154,8661.130807,24589,54,24847,12423.5,17204.61509,24589,258,25232,5046.4,11019.57655,24758,54,0,0,0,0,96,208,118.8966392,237.7932784,0,84,24.1,38.83426322,1508.1,0,1,0,0,0,0,0,0,2,26.77777778,28,26.16666667,0,0,0,0,0,0,3,84,6,157,-1,227,1,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-39940-3306-6,192.168.3.29,39940,192.168.3.30,3306,6,18/07/2019 09:28:24 PM,9065,3,6,84,157,84,0,28,48.49742261,79,0,26.16666667,40.53845911,26585.76944,992.8295643,1133.125,2203.544511,6260,64,8640,4320,2743.574311,6260,2380,9065,1813,3776.145522,8566,64,0,0,0,0,96,208,330.9431881,661.8863762,0,84,24.1,38.83426322,1508.1,0,1,0,0,0,0,0,0,2,26.77777778,28,26.16666667,0,0,0,0,0,0,3,84,6,157,-1,227,1,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-39942-3306-6,192.168.3.29,39942,192.168.3.30,3306,6,18/07/2019 09:28:24 PM,35171,3,6,84,157,84,0,28,48.49742261,79,0,26.16666667,40.53845911,6852.236217,255.8926388,4396.375,12076.61277,34284,59,34686,17343,23958.19196,34284,402,35171,7034.2,15391.91485,34567,59,0,0,0,0,96,208,85.29754627,170.5950925,0,84,24.1,38.83426322,1508.1,0,1,0,0,0,0,0,0,2,26.77777778,28,26.16666667,0,0,0,0,0,0,3,84,6,157,-1,227,1,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-39944-3306-6,192.168.3.29,39944,192.168.3.30,3306,6,18/07/2019 09:28:24 PM,981,3,6,84,157,84,0,28,48.49742261,79,0,26.16666667,40.53845911,245667.686,9174.311927,122.625,112.8639351,362,12,544,272,367.6955262,532,12,981,196.2,175.4927349,423,55,0,0,0,0,96,208,3058.103976,6116.207951,0,84,24.1,38.83426322,1508.1,0,1,0,0,0,0,0,0,2,26.77777778,28,26.16666667,0,0,0,0,0,0,3,84,6,157,-1,227,1,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-39946-3306-6,192.168.3.29,39946,192.168.3.30,3306,6,18/07/2019 09:28:24 PM,14620,3,6,84,157,84,0,28,48.49742261,79,0,26.16666667,40.53845911,16484.26813,615.5950752,1827.5,4850.874914,13832,56,14200,7100,9520.485702,13832,368,14620,2924,6254.529279,14111,56,0,0,0,0,96,208,205.1983584,410.3967168,0,84,24.1,38.83426322,1508.1,0,1,0,0,0,0,0,0,2,26.77777778,28,26.16666667,0,0,0,0,0,0,3,84,6,157,-1,227,1,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-39950-3306-6,192.168.3.29,39950,192.168.3.30,3306,6,18/07/2019 09:28:24 PM,2019,3,6,84,157,84,0,28,48.49742261,79,0,26.16666667,40.53845911,119366.0228,4457.652303,252.375,367.4366563,1144,48,1567,783.5,509.8239892,1144,423,2019,403.8,596.2962351,1449,58,0,0,0,0,96,208,1485.884101,2971.768202,0,84,24.1,38.83426322,1508.1,0,1,0,0,0,0,0,0,2,26.77777778,28,26.16666667,0,0,0,0,0,0,3,84,6,157,-1,227,1,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-39952-3306-6,192.168.3.29,39952,192.168.3.30,3306,6,18/07/2019 09:28:24 PM,768,3,6,84,157,84,0,28,48.49742261,79,0,26.16666667,40.53845911,313802.0833,11718.75,96,69.43650748,222,11,384,192,255.9726548,373,11,768,153.6,122.8995525,294,55,0,0,0,0,96,208,3906.25,7812.5,0,84,24.1,38.83426322,1508.1,0,1,0,0,0,0,0,0,2,26.77777778,28,26.16666667,0,0,0,0,0,0,3,84,6,157,-1,227,1,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-39956-3306-6,192.168.3.29,39956,192.168.3.30,3306,6,18/07/2019 09:28:24 PM,828,3,6,84,157,84,0,28,48.49742261,79,0,26.16666667,40.53845911,291062.8019,10869.56522,103.5,77.42277258,228,11,395,197.5,263.7508294,384,11,828,165.6,140.0224982,345,56,0,0,0,0,96,208,3623.188406,7246.376812,0,84,24.1,38.83426322,1508.1,0,1,0,0,0,0,0,0,2,26.77777778,28,26.16666667,0,0,0,0,0,0,3,84,6,157,-1,227,1,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-39958-3306-6,192.168.3.29,39958,192.168.3.30,3306,6,18/07/2019 09:28:24 PM,4429,3,6,84,157,84,0,28,48.49742261,79,0,26.16666667,40.53845911,54414.08896,2032.061413,553.625,1220.085938,3569,51,3945,1972.5,2257.791952,3569,376,4429,885.8,1648.313896,3825,55,0,0,0,0,96,208,677.3538045,1354.707609,0,84,24.1,38.83426322,1508.1,0,1,0,0,0,0,0,0,2,26.77777778,28,26.16666667,0,0,0,0,0,0,3,84,6,157,-1,227,1,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-39960-3306-6,192.168.3.29,39960,192.168.3.30,3306,6,18/07/2019 09:28:24 PM,12020,3,6,84,157,84,0,28,48.49742261,79,0,26.16666667,40.53845911,20049.91681,748.7520799,1502.5,3967.265773,11319,12,11599,5799.5,8184.760992,11587,12,12020,2404,5072.088179,11475,58,0,0,0,0,96,208,249.5840266,499.1680532,0,84,24.1,38.83426322,1508.1,0,1,0,0,0,0,0,0,2,26.77777778,28,26.16666667,0,0,0,0,0,0,3,84,6,157,-1,227,1,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-39962-3306-6,192.168.3.29,39962,192.168.3.30,3306,6,18/07/2019 09:28:24 PM,21107,3,6,84,157,84,0,28,48.49742261,79,0,26.16666667,40.53845911,11418.01298,426.398825,2638.375,7124.894264,20271,66,20657,10328.5,14060.81834,20271,386,21107,4221.4,9140.762731,20572,66,0,0,0,0,96,208,142.1329417,284.2658834,0,84,24.1,38.83426322,1508.1,0,1,0,0,0,0,0,0,2,26.77777778,28,26.16666667,0,0,0,0,0,0,3,84,6,157,-1,227,1,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-39964-3306-6,192.168.3.29,39964,192.168.3.30,3306,6,18/07/2019 09:28:24 PM,4863,3,6,84,157,84,0,28,48.49742261,79,0,26.16666667,40.53845911,49557.88608,1850.709439,607.875,1313.44568,3850,68,4228,2114,2455.074744,3850,378,4863,972.6,1793.087923,4165,68,0,0,0,0,96,208,616.9031462,1233.806292,0,84,24.1,38.83426322,1508.1,0,1,0,0,0,0,0,0,2,26.77777778,28,26.16666667,0,0,0,0,0,0,3,84,6,157,-1,227,1,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-39966-3306-6,192.168.3.29,39966,192.168.3.30,3306,6,18/07/2019 09:28:24 PM,2488,3,6,84,157,84,0,28,48.49742261,79,0,26.16666667,40.53845911,96864.95177,3617.363344,311,503.5096821,1545,55,1927,963.5,822.3651865,1545,382,2488,497.6,745.9140701,1805,83,0,0,0,0,96,208,1205.787781,2411.575563,0,84,24.1,38.83426322,1508.1,0,1,0,0,0,0,0,0,2,26.77777778,28,26.16666667,0,0,0,0,0,0,3,84,6,157,-1,227,1,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-39968-3306-6,192.168.3.29,39968,192.168.3.30,3306,6,18/07/2019 09:28:24 PM,17450,3,6,84,157,84,0,28,48.49742261,79,0,26.16666667,40.53845911,13810.88825,515.7593123,2181.25,5808.266959,16555,63,16930,8465,11440.98772,16555,375,17450,3490,7462.413182,16837,68,0,0,0,0,96,208,171.9197708,343.8395415,0,84,24.1,38.83426322,1508.1,0,1,0,0,0,0,0,0,2,26.77777778,28,26.16666667,0,0,0,0,0,0,3,84,6,157,-1,227,1,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-39970-3306-6,192.168.3.29,39970,192.168.3.30,3306,6,18/07/2019 09:28:24 PM,24420,3,6,84,157,84,0,28,48.49742261,79,0,26.16666667,40.53845911,9868.959869,368.5503686,3052.5,8370.798033,23769,55,24013,12006.5,16634.68703,23769,244,24420,4884,10646.31122,23928,56,0,0,0,0,96,208,122.8501229,245.7002457,0,84,24.1,38.83426322,1508.1,0,1,0,0,0,0,0,0,2,26.77777778,28,26.16666667,0,0,0,0,0,0,3,84,6,157,-1,227,1,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-39972-3306-6,192.168.3.29,39972,192.168.3.30,3306,6,18/07/2019 09:28:24 PM,3590,3,6,84,157,84,0,28,48.49742261,79,0,26.16666667,40.53845911,67130.91922,2506.963788,448.75,903.3720559,2681,55,3069,1534.5,1621.395849,2681,388,3590,718,1279.132909,2997,55,0,0,0,0,96,208,835.6545961,1671.309192,0,84,24.1,38.83426322,1508.1,0,1,0,0,0,0,0,0,2,26.77777778,28,26.16666667,0,0,0,0,0,0,3,84,6,157,-1,227,1,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-39974-3306-6,192.168.3.29,39974,192.168.3.30,3306,6,18/07/2019 09:28:24 PM,1352,3,6,84,157,84,0,28,48.49742261,79,0,26.16666667,40.53845911,178254.4379,6656.804734,169,195.8745955,646,57,917,458.5,265.1650429,646,271,1352,270.4,336.9077025,847,57,0,0,0,0,96,208,2218.934911,4437.869822,0,84,24.1,38.83426322,1508.1,0,1,0,0,0,0,0,0,2,26.77777778,28,26.16666667,0,0,0,0,0,0,3,84,6,157,-1,227,1,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-39976-3306-6,192.168.3.29,39976,192.168.3.30,3306,6,18/07/2019 09:28:24 PM,2446,3,6,84,157,84,0,28,48.49742261,79,0,26.16666667,40.53845911,98528.20932,3679.476697,305.75,524.6685348,1595,46,1994,997,845.6997103,1595,399,2446,489.2,785.3736054,1883,64,0,0,0,0,96,208,1226.492232,2452.984464,0,84,24.1,38.83426322,1508.1,0,1,0,0,0,0,0,0,2,26.77777778,28,26.16666667,0,0,0,0,0,0,3,84,6,157,-1,227,1,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-39978-3306-6,192.168.3.29,39978,192.168.3.30,3306,6,18/07/2019 09:28:24 PM,2446,3,6,84,157,84,0,28,48.49742261,79,0,26.16666667,40.53845911,98528.20932,3679.476697,305.75,518.8004709,1580,55,1956,978,851.3565645,1580,376,2446,489.2,769.3778006,1846,61,0,0,0,0,96,208,1226.492232,2452.984464,0,84,24.1,38.83426322,1508.1,0,1,0,0,0,0,0,0,2,26.77777778,28,26.16666667,0,0,0,0,0,0,3,84,6,157,-1,227,1,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-39980-3306-6,192.168.3.29,39980,192.168.3.30,3306,6,18/07/2019 09:28:24 PM,1097,3,6,84,157,84,0,28,48.49742261,79,0,26.16666667,40.53845911,219690.0638,8204.193254,137.125,79.9239594,241,55,594,297,107.4802307,373,221,1097,219.4,208.0355739,484,55,0,0,0,0,96,208,2734.731085,5469.46217,0,84,24.1,38.83426322,1508.1,0,1,0,0,0,0,0,0,2,26.77777778,28,26.16666667,0,0,0,0,0,0,3,84,6,157,-1,227,1,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-39982-3306-6,192.168.3.29,39982,192.168.3.30,3306,6,18/07/2019 09:28:24 PM,25791,3,6,84,157,84,0,28,48.49742261,79,0,26.16666667,40.53845911,9344.344927,348.9589392,3223.875,8764.799035,24915,53,25300,12650,17345.32934,24915,385,25791,5158.2,11198.43336,25189,53,0,0,0,0,96,208,116.3196464,232.6392928,0,84,24.1,38.83426322,1508.1,0,1,0,0,0,0,0,0,2,26.77777778,28,26.16666667,0,0,0,0,0,0,3,84,6,157,-1,227,1,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-39984-3306-6,192.168.3.29,39984,192.168.3.30,3306,6,18/07/2019 09:28:24 PM,2290,3,6,84,157,84,0,28,48.49742261,79,0,26.16666667,40.53845911,105240.1747,3930.131004,286.25,537.8081841,1614,55,1881,940.5,952.4728343,1614,267,2290,458,751.9650923,1792,56,0,0,0,0,96,208,1310.043668,2620.087336,0,84,24.1,38.83426322,1508.1,0,1,0,0,0,0,0,0,2,26.77777778,28,26.16666667,0,0,0,0,0,0,3,84,6,157,-1,227,1,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-39986-3306-6,192.168.3.29,39986,192.168.3.30,3306,6,18/07/2019 09:28:24 PM,848,3,6,84,157,84,0,28,48.49742261,79,0,26.16666667,40.53845911,284198.1132,10613.20755,106,74.84078338,245,13,413,206.5,273.6503243,400,13,848,169.6,126.0289649,307,53,0,0,0,0,96,208,3537.735849,7075.471698,0,84,24.1,38.83426322,1508.1,0,1,0,0,0,0,0,0,2,26.77777778,28,26.16666667,0,0,0,0,0,0,3,84,6,157,-1,227,1,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-39988-3306-6,192.168.3.29,39988,192.168.3.30,3306,6,18/07/2019 09:28:24 PM,14578,3,6,84,157,84,0,28,48.49742261,79,0,26.16666667,40.53845911,16531.76019,617.3686377,1822.25,4809.853421,13725,61,14122,7061,9424.31918,13725,397,14578,2915.6,6206.430158,14016,63,0,0,0,0,96,208,205.7895459,411.5790918,0,84,24.1,38.83426322,1508.1,0,1,0,0,0,0,0,0,2,26.77777778,28,26.16666667,0,0,0,0,0,0,3,84,6,157,-1,227,1,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-39990-3306-6,192.168.3.29,39990,192.168.3.30,3306,6,18/07/2019 09:28:24 PM,23286,3,6,84,157,84,0,28,48.49742261,79,0,26.16666667,40.53845911,10349.56626,386.4983252,2910.75,7846.455701,22329,52,22733,11366.5,15503.31618,22329,404,23286,4657.2,10038.99306,22614,57,0,0,0,0,96,208,128.8327751,257.6655501,0,84,24.1,38.83426322,1508.1,0,1,0,0,0,0,0,0,2,26.77777778,28,26.16666667,0,0,0,0,0,0,3,84,6,157,-1,227,1,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-39992-3306-6,192.168.3.29,39992,192.168.3.30,3306,6,18/07/2019 09:28:24 PM,12755,3,6,84,157,84,0,28,48.49742261,79,0,26.16666667,40.53845911,18894.55116,705.6056448,1594.375,4193.607855,11972,54,12349,6174.5,8198.903128,11972,377,12755,2551,5427.795225,12259,54,0,0,0,0,96,208,235.2018816,470.4037632,0,84,24.1,38.83426322,1508.1,0,1,0,0,0,0,0,0,2,26.77777778,28,26.16666667,0,0,0,0,0,0,3,84,6,157,-1,227,1,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-39994-3306-6,192.168.3.29,39994,192.168.3.30,3306,6,18/07/2019 09:28:25 PM,17896,3,6,84,157,84,0,28,48.49742261,79,0,26.16666667,40.53845911,13466.69647,502.9056772,2237,5944.702924,16948,51,17330,8665,11713.93094,16948,382,17896,3579.2,7624.990734,17216,51,0,0,0,0,96,208,167.6352257,335.2704515,0,84,24.1,38.83426322,1508.1,0,1,0,0,0,0,0,0,2,26.77777778,28,26.16666667,0,0,0,0,0,0,3,84,6,157,-1,227,1,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-39996-3306-6,192.168.3.29,39996,192.168.3.30,3306,6,18/07/2019 09:28:25 PM,1926,3,6,84,157,84,0,28,48.49742261,79,0,26.16666667,40.53845911,125129.8027,4672.897196,240.75,342.2078525,1079,61,1443,721.5,505.5813485,1079,364,1926,385.2,546.7565272,1348,84,0,0,0,0,96,208,1557.632399,3115.264798,0,84,24.1,38.83426322,1508.1,0,1,0,0,0,0,0,0,2,26.77777778,28,26.16666667,0,0,0,0,0,0,3,84,6,157,-1,227,1,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-39998-3306-6,192.168.3.29,39998,192.168.3.30,3306,6,18/07/2019 09:28:25 PM,20958,3,6,84,157,84,0,28,48.49742261,79,0,26.16666667,40.53845911,11499.18885,429.4302892,2619.75,7018.995344,19990,70,20379,10189.5,13860.00002,19990,389,20958,4191.6,8991.585194,20274,70,0,0,0,0,96,208,143.1434297,286.2868594,0,84,24.1,38.83426322,1508.1,0,1,0,0,0,0,0,0,2,26.77777778,28,26.16666667,0,0,0,0,0,0,3,84,6,157,-1,227,1,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-40000-3306-6,192.168.3.29,40000,192.168.3.30,3306,6,18/07/2019 09:28:25 PM,7474,3,6,84,157,84,0,28,48.49742261,79,0,26.16666667,40.53845911,32245.1164,1204.174472,934.25,2268.578772,6546,53,6998,3499,4309.108725,6546,452,7474,1494.8,2989.896269,6838,54,0,0,0,0,96,208,401.3914905,802.782981,0,84,24.1,38.83426322,1508.1,0,1,0,0,0,0,0,0,2,26.77777778,28,26.16666667,0,0,0,0,0,0,3,84,6,157,-1,227,1,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-40002-3306-6,192.168.3.29,40002,192.168.3.30,3306,6,18/07/2019 09:28:25 PM,3421,3,6,84,157,84,0,28,48.49742261,79,0,26.16666667,40.53845911,70447.23765,2630.809705,427.625,779.8965018,2349,54,2824,1412,1325.118108,2349,475,3421,684.2,1075.047534,2586,84,0,0,0,0,96,208,876.9365683,1753.873137,0,84,24.1,38.83426322,1508.1,0,1,0,0,0,0,0,0,2,26.77777778,28,26.16666667,0,0,0,0,0,0,3,84,6,157,-1,227,1,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-40002-3306-6,192.168.3.29,40002,192.168.3.30,3306,6,18/07/2019 09:28:25 PM,64,0,2,0,0,0,0,0,0,0,0,0,0,0,31250,64,0,64,64,0,0,0,0,0,64,64,0,64,64,0,0,0,0,0,64,0,31250,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,227,0,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
